,collector_name,collector_address,collector_number,collector_nik
915,Amanda Stewart,"Jalan Laswi No. 81
Blitar, KT 32494",+62 (763) 413-8821,4746730210547776
916,Diane Norman,"Jl. Tebet Barat Dalam No. 40
Blitar, DKI Jakarta 78663",+62-66-935-9274,5571742445611546
917,Charles Arias,"Gg. Cempaka No. 089
Sawahlunto, Sulawesi Tengah 44921",(0656) 148 0685,7190173032762327
918,Tony Howard,"Jl. Cikutra Barat No. 463
Tomohon, MA 24201",+62 (000) 387 0531,6427154423942986
919,Oscar Murphy,"Jalan Dipenogoro No. 555
Surakarta, JI 29932",(031) 619 2815,3448663134768985
920,Samuel Douglas,"Jalan Suryakencana No. 1
Semarang, SN 42626",+62 (001) 332-6743,9391693083636690
921,Susan Higgins,"Gg. HOS. Cokroaminoto No. 848
Sibolga, YO 68921",+62 (76) 742-9379,5415838653084052
922,Sherry Russell,"Jalan Ciwastra No. 06
Payakumbuh, Sumatera Utara 76101",+62 (075) 408 4411,9989324273864742
923,Danny Smith,"Gg. Kebonjati No. 214
Purwokerto, SU 91467",+62 (016) 867 0592,6300647307660727
924,Olivia Powell,"Gang Rawamangun No. 2
Subulussalam, ST 17180",+62 (93) 501-1216,9579204826548433
925,Julian Poole,"Jl. Rumah Sakit No. 133
Surakarta, Riau 01755",+62-538-506-5950,9787377729363710
926,David Fischer,"Gang PHH. Mustofa No. 9
Prabumulih, JB 84781",+62-0239-325-1010,5141733505783159
927,Richard Green MD,"Jl. Rawamangun No. 99
Bukittinggi, Maluku Utara 45317",+62 (045) 541-5756,9417076223530212
928,William Cunningham,"Gg. Ronggowarsito No. 6
Manado, LA 26270",+62 (67) 585 2940,6892897925805430
929,Lisa Cameron,"Gg. K.H. Wahid Hasyim No. 3
Cimahi, Sulawesi Barat 36360",(082) 904-9471,4008407454904961
930,Larry Levy,"Gg. Cihampelas No. 613
Ternate, AC 78196",+62 (0107) 746-2493,9882182287680689
931,Krystal Warren,"Gg. Tebet Barat Dalam No. 922
Binjai, AC 87211",+62-248-922-2098,1486868422483003
932,Christina Perkins,"Gg. Yos Sudarso No. 8
Batu, Sumatera Selatan 80177",(0545) 048 5807,7557924137889614
933,William Alvarez,"Jl. Ciwastra No. 65
Serang, Kalimantan Tengah 68689",(0138) 119 6510,4407334470382285
934,Anthony Jordan,"Gg. Sentot Alibasa No. 1
Singkawang, ST 97471",+62-0686-839-5893,5820694933517385
935,Steven Gilbert,"Jalan Cihampelas No. 719
Palangkaraya, Riau 46075",0863455929,1511313375351953
936,George Nelson,"Gg. Pelajar Pejuang No. 9
Cirebon, NB 43613",+62-0931-265-2376,1051964756932551
937,Shelley Martin,"Jalan M.T Haryono No. 09
Cirebon, Sulawesi Barat 56870",+62 (040) 696 9539,2900671033470454
938,Adam White,"Gg. W.R. Supratman No. 4
Pasuruan, SB 87591",+62 (0968) 487 3019,6249764599004615
939,Lisa Taylor,"Jalan Tubagus Ismail No. 6
Bitung, SG 69419",(0333) 506 9551,2266276074427966
940,John Villarreal,"Jalan Tubagus Ismail No. 026
Kupang, KI 59174",+62 (73) 016-4950,1431242378377839
941,Justin Ortiz,"Gg. Waringin No. 22
Lhokseumawe, Aceh 05591",+62 (543) 705 8620,9247392853705630
942,Jessica Nguyen,"Gg. Kutisari Selatan No. 394
Binjai, Nusa Tenggara Barat 89093",(009) 867 8419,2603519231259997
943,Sheila Franklin,"Jl. Medokan Ayu No. 3
Kendari, Sulawesi Utara 32133",(069) 036-6863,6908693078848629
944,Jessica Potts,"Jl. Kutai No. 13
Pasuruan, Riau 69312",+62 (014) 783 2949,6640262210852597
945,Joshua Hardin,"Jl. Pasteur No. 124
Tidore Kepulauan, KS 88549",+62 (0090) 158-2954,9616984081888897
946,Richard Charles,"Jalan Gegerkalong Hilir No. 5
Mataram, Sulawesi Tenggara 32543",+62 (49) 906 5356,3602539468584132
947,Emily Lee,"Jalan Stasiun Wonokromo No. 9
Padang Sidempuan, Kalimantan Tengah 11387",+62 (0140) 573-9830,7948567578594292
948,Benjamin Lewis,"Jalan Dipenogoro No. 0
Jambi, JB 17545",(024) 516 9520,4175952261884248
949,Elizabeth Jackson,"Gang Lembong No. 701
Serang, Kalimantan Tengah 09692",+62 (547) 552 0745,4016774874490075
950,Jessica Kennedy,"Gang Abdul Muis No. 0
Meulaboh, SS 24120",+62-067-914-8186,7878497936547029
951,Heather Hanna,"Jl. Suniaraja No. 88
Kota Administrasi Jakarta Barat, BE 63775",+62-505-462-1837,4325538481202435
952,Michael Lewis,"Jl. Bangka Raya No. 460
Surabaya, SU 99732",(0583) 881 9486,4859558367812575
953,Stephen Aguilar,"Jalan R.E Martadinata No. 619
Kotamobagu, Maluku Utara 76018",+62-18-288-8199,2714165907331971
954,Claudia Mclaughlin,"Gg. Kebonjati No. 80
Balikpapan, SB 83571",+62 (43) 483 9354,9142504865378216
955,Kristina Flores,"Gang Ir. H. Djuanda No. 9
Bandung, BA 91154",(0000) 237 2305,8526891122031624
956,Courtney Benson DVM,"Gang Raya Setiabudhi No. 694
Gorontalo, Nusa Tenggara Timur 60423",+62 (0377) 962 3900,8855940491546662
957,James Rhodes,"Jl. Suryakencana No. 742
Pangkalpinang, KU 49391",+62-0537-355-2980,4696178372921149
958,Mr. Troy Drake PhD,"Jalan Rumah Sakit No. 902
Samarinda, SB 36074",+62 (059) 634-8170,8360377612450691
959,Erica Castro,"Jl. Kutisari Selatan No. 826
Pasuruan, JB 07304",+62-0901-589-5427,7806513354968603
960,Donna Clay,"Gang PHH. Mustofa No. 6
Pontianak, Sumatera Barat 64443",+62 (0103) 999 3269,4259415398503681
961,Danielle Dyer PhD,"Gang Jamika No. 77
Semarang, RI 80765",+62-020-329-8557,3589088534337740
962,Fred Cook,"Jl. Laswi No. 33
Banjar, AC 61974",+62 (0817) 014-5167,2325038299635353
963,Maria Jackson,"Jl. Rumah Sakit No. 461
Sungai Penuh, Jambi 83205",+62 (104) 906-8749,7359522237586211
964,Eugene Welch,"Gg. Kiaracondong No. 057
Denpasar, Jawa Barat 97441",+62-741-856-8127,4418649766626365
965,Louis Hammond,"Jl. Raya Ujungberung No. 6
Parepare, Sulawesi Barat 90883",(048) 545 3442,9999428980387920
966,Anthony Conley,"Jl. Ahmad Dahlan No. 0
Pekanbaru, DI Yogyakarta 58637",+62 (495) 306-6302,7596650434581012
967,Elijah Bryant,"Jalan W.R. Supratman No. 711
Semarang, PB 02957",+62-0580-392-5657,5257363542110088
968,Rachel Gill,"Gang Ciwastra No. 32
Tarakan, KT 08269",+62 (078) 724-3035,5651915531775299
969,Kathleen Price,"Jalan Lembong No. 136
Tanjungpinang, Kepulauan Bangka Belitung 77191",+62 (585) 438-9870,8555827961751788
970,Brandy Clark,"Gg. Medokan Ayu No. 636
Padangpanjang, DKI Jakarta 07692",+62-00-293-3339,7096884368018939
971,Amanda Hayes,"Jl. Peta No. 8
Parepare, GO 50776",+62-0539-555-8301,9664425204308171
972,Wendy Chavez,"Jl. M.T Haryono No. 4
Samarinda, Maluku Utara 37457",+62 (580) 085-8061,1952906163879985
973,Alyssa Tucker,"Gang Kutisari Selatan No. 574
Sawahlunto, Nusa Tenggara Barat 88758",086 018 2700,8945152091450262
974,Timothy White,"Gg. Erlangga No. 228
Pontianak, SB 71008",+62-35-798-2256,4000045970894628
975,John Nelson,"Jalan Dipatiukur No. 998
Tidore Kepulauan, PA 13914",0845628625,1797935431933679
976,Elizabeth Perkins,"Jl. Asia Afrika No. 4
Balikpapan, RI 53723",085 351 5594,9367107274086661
977,Tina Thompson,"Gang Jayawijaya No. 61
Solok, Sulawesi Tengah 62109",+62 (023) 567 3564,5729513224899233
978,James Werner,"Jl. Sentot Alibasa No. 1
Pangkalpinang, Sulawesi Tenggara 63152",+62 (0829) 046-1709,3059840175135807
979,Charles Ferrell,"Jl. Rajawali Barat No. 196
Kota Administrasi Jakarta Timur, DKI Jakarta 34227",+62-051-281-6885,3272318740452421
980,William Munoz,"Jl. K.H. Wahid Hasyim No. 64
Balikpapan, KU 53584",+62 (088) 090-6440,7636878169763096
981,Michael Steele,"Jalan Veteran No. 8
Medan, Kalimantan Tengah 67972",+62-0027-588-6049,9857707893545982
982,Ryan Perez,"Jl. R.E Martadinata No. 524
Samarinda, JB 36614",+62-877-935-2024,9669860449168063
983,Alexa Sanchez,"Jl. Pasteur No. 787
Bima, SU 66959",+62 (023) 495-6184,3193930504026791
984,Taylor Long,"Gang Merdeka No. 802
Pasuruan, MA 71294",+62 (82) 548-5488,1652219350439590
985,David Riddle,"Jalan Kutai No. 3
Sungai Penuh, LA 91638",+62 (090) 810 1533,4725202226699493
986,Ethan Fuller,"Gang R.E Martadinata No. 7
Pontianak, BB 96843",+62 (0684) 596 7756,7350881633807933
987,Kelly Peterson,"Gg. Rumah Sakit No. 4
Bukittinggi, Jambi 54568",+62 (0359) 936 9494,6393960491621122
988,Karen Faulkner,"Jl. Kendalsari No. 08
Kota Administrasi Jakarta Timur, AC 55459",+62-0546-334-2240,3475985935560217
989,Steven Smith,"Gang W.R. Supratman No. 7
Semarang, Sumatera Barat 97009",0835792630,8484721286793006
990,Mary Williams,"Jalan Ir. H. Djuanda No. 1
Bogor, GO 95162",+62 (059) 984-7976,2329394718906341
991,Victoria Hardy,"Gg. Kapten Muslihat No. 7
Sibolga, Kepulauan Bangka Belitung 31001",(0072) 942-0035,5821561497583332
992,Cynthia Smith,"Jalan Rajiman No. 799
Tanjungbalai, KS 62516",+62-087-891-5710,7697709347267254
993,Allison Gomez,"Jl. PHH. Mustofa No. 837
Surabaya, YO 94670",089 617 6013,9572201595626849
994,Nicholas Li,"Jalan Indragiri No. 23
Banda Aceh, Riau 61479",0861689249,9990466873254941
995,Joshua Lopez,"Gang Ahmad Yani No. 48
Bukittinggi, Papua Barat 43629",+62-077-929-5344,9902969593511977
996,Kelsey Stewart,"Gg. Bangka Raya No. 818
Tomohon, Jawa Tengah 37741",+62 (0085) 898 0897,4743896587155274
997,Christopher Collins,"Gang Indragiri No. 3
Semarang, PB 80464",+62 (67) 006-7634,3549640879110568
998,Belinda Hamilton,"Gg. Jayawijaya No. 164
Tangerang, Sulawesi Selatan 84663",+62 (0050) 833 0968,9631454749970888
999,Angela White PhD,"Gang Cihampelas No. 68
Solok, SR 41911",+62 (826) 688-1545,6436273611635492
