,debtor_name,debtor_nik,debtor_address,debtor_number,debtor_company,debtor_gender,debtor_education_level,employment_type,number_of_dependents,net_income,payment_date,loan_amount,avg_amounts_previous_bills,avg_previous_payment,amount_of_late,late_payment_amount,credit_risk,credit_score,arrears_amounts,aset,loss_reverse,payment1,payment2,payment3,payment4,payment5,payment6,payment7,payment8,payment9,payment10,payment11,payment12,bil1_late1,bill_late2,bill_late3,bill_late4,bill_late5,bill_late6,bill_late7,bill_late8,bill_late9,bill_late10,bill_late11,bill_late12,arrears1,arrears2,arrears3,arrears4,arrears5,arrears6,arrears7,arrears8,arrears9,arrears10,arrears11,arrears12,aging,debtor_zip,debtor_rt,debtor_rw,debtor_birth_place,debtor_age,debtor_occupation,debtor_marital_status
46,Christian Butler,5532846191336152,"Jl. Ahmad Yani No. 58
Ambon, JB 81912",+62 (59) 828-4121,Perum Clark Rojas,perempuan,D3,Retired,5,15500000.0,2023-04-13,11791666.666666666,18500000,10850000,144,9,Tidak tertagih,154,2,12000000,23583333.33333333,2000000,21500000,13000000,5000000,16500000,2000000,5500000,20000000,9000000,5000000,27500000,14500000,19,24,0,0,23,14,18,2,0,21,8,15,1,2,0,0,1,0,1,0,0,1,0,1,Diragukan,81912,16,2,"Sumatera Utara, 08-06-1995",28,Buruh,Belum menikah
47,Monique Payne,3874466224109086,"Gang Kebonjati No. 5
Manado, Bengkulu 56725",+62 (0103) 980-6226,UD Clark Rojas,perempuan,D3,Retired,3,15500000.0,2023-07-17,22958333.33333333,17500000,11850000,118,8,Tidak tertagih,117,1,6500000,22958333.33333333,21500000,29000000,21500000,29500000,29500000,22500000,19000000,12500000,21000000,27500000,15000000,27000000,0,26,7,23,0,7,9,0,0,24,2,20,0,1,0,1,0,0,0,0,0,1,0,1,Kurang lancar,56725,17,8,"Papua Barat, 26-05-1997",26,Pegawai Negeri,Belum menikah
48,Larry Johnson,5491584706599979,"Jalan Rajawali Barat No. 109
Lubuklinggau, Jawa Timur 50095",+62 (31) 988 0692,Perum Arnold,laki-laki,SMA,Contract,5,8700000.0,2023-02-02,13833333.333333334,16500000,8950000,23,1,Tertagih,266,1,6500000,13833333.333333334,11500000,18000000,14500000,15500000,15000000,14500000,10000000,14500000,10000000,15500000,12500000,14500000,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DPK,50095,20,2,"Maluku Utara, 22-04-1961",62,Pegawai Negeri,Cerai hidup
49,Andrew Campbell,1197051687898701,"Gang Kendalsari No. 573
Yogyakarta, Sulawesi Utara 25952",+62-531-222-2169,Perum Haas,laki-laki,S2,Retired,4,13000000.0,2023-02-18,13958333.333333334,4000000,2000000,0,0,Tidak tertagih,367,0,8500000,0.0,13000000,10500000,11500000,11500000,16000000,12000000,12500000,19500000,12500000,18500000,14500000,15500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,25952,4,6,"Jawa Tengah, 16-11-1966",57,Pegawai Negeri,Menikah
50,Lisa Santana,3250758579736560,"Jalan Kebonjati No. 63
Kota Administrasi Jakarta Timur, Sulawesi Utara 94028",+62-998-284-4414,PT Ellis Turner,laki-laki,S1,Retired,2,13000000.0,2023-02-05,14125000.0,10500000,8550000,49,3,Tidak tertagih,306,1,5500000,14125000.0,11000000,12000000,14500000,15500000,13000000,14000000,13500000,18000000,11000000,18500000,13000000,15500000,0,10,0,0,26,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DPK,94028,11,14,"Aceh, 12-02-1988",35,Pengusaha,Belum menikah
51,Juan Parker,8486180511264151,"Gg. Sukajadi No. 7
Lhokseumawe, JI 83871",+62 (095) 644 8578,UD Baxter,laki-laki,SMA,Contract,5,9700000.0,2023-01-24,17125000.0,18500000,9750000,8,2,Tertagih,449,0,6000000,0.0,13500000,19500000,16000000,12000000,18500000,19500000,17500000,15500000,19000000,18000000,19000000,17500000,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,83871,12,7,"DI Yogyakarta, 06-02-1998",25,Pengusaha,Belum menikah
52,Matthew Harper,2244482328029394,"Jl. Ir. H. Djuanda No. 033
Pontianak, DI Yogyakarta 38157",+62 (877) 104 5491,UD Mccoy,laki-laki,D2,Retired,3,15500000.0,2023-09-06,13791666.666666666,25000000,15100000,29,2,Tertagih,559,1,19500000,13791666.666666666,9500000,11500000,6000000,19500000,21500000,10500000,5000000,13500000,9000000,24500000,25000000,10000000,0,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DPK,38157,2,3,"Aceh, 05-10-1980",43,Pengusaha,Cerai hidup
53,Bradley Cook,7412131657696552,"Jalan Dr. Djunjunan No. 50
Probolinggo, NT 46791",+62 (75) 173-3316,UD Chambers Webster Tbk,perempuan,SMA,Contract,1,13700000.0,2023-04-22,12916666.666666666,16500000,11150000,28,2,Tertagih,340,1,6000000,12916666.666666666,10000000,13000000,16500000,17500000,10000000,11000000,14500000,12000000,18000000,10000000,12500000,10000000,0,0,0,0,0,11,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DPK,46791,7,18,"Papua, 29-11-1961",62,Pegawai Swasta,Cerai mati
54,Jenna Marquez,6794906837517314,"Jalan Bangka Raya No. 34
Surakarta, BE 44210",+62 (0049) 680-9313,CV Turner Jones (Persero) Tbk,laki-laki,D1,Retired,5,10500000.0,2023-05-03,16041666.666666666,14500000,8650000,51,2,Tidak tertagih,348,1,9000000,16041666.666666666,14500000,11000000,16500000,13000000,18000000,17500000,19000000,19000000,17000000,17500000,10000000,19500000,0,22,0,0,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,DPK,44210,15,7,"Sulawesi Tenggara, 01-06-1986",37,Pegawai Swasta,Belum menikah
55,Charles Lopez,3494841300096733,"Gg. Waringin No. 998
Sawahlunto, Bali 30179",+62-438-628-1445,UD Knight,perempuan,SMA,Contract,1,13700000.0,2023-08-09,14833333.333333334,6000000,5000000,24,2,Tertagih,477,1,8000000,14833333.333333334,11500000,11000000,11500000,10000000,17000000,12500000,19500000,18000000,18000000,18000000,16500000,14500000,0,0,0,16,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DPK,30179,1,1,"Kalimantan Tengah, 31-05-1987",36,Buruh,Belum menikah
56,Melanie Delgado,1326158834294738,"Gang Jakarta No. 991
Kediri, Maluku Utara 82060",+62-0951-650-9874,UD Holder Tbk,laki-laki,D3,Retired,3,15500000.0,2023-03-12,16583333.333333334,12000000,11300000,91,5,Tidak tertagih,156,3,8500000,49750000.0,29000000,2000000,4500000,7500000,22000000,29500000,10500000,25000000,21000000,19500000,19500000,9000000,0,0,0,30,25,17,1,0,0,0,18,0,0,0,0,1,2,3,0,0,0,0,1,0,Kurang lancar,82060,1,9,"Sulawesi Tenggara, 06-09-1977",46,Buruh,Cerai hidup
57,Jacob Collier,3896823212482171,"Jalan Erlangga No. 077
Ternate, Nusa Tenggara Timur 38091",+62 (060) 856-8593,PT Cuevas Rivera,perempuan,D1,Retired,3,10500000.0,2023-02-17,14041666.666666666,15000000,11400000,104,7,Tidak tertagih,376,3,8000000,42125000.0,17000000,11500000,18500000,15000000,12000000,10500000,10000000,15500000,13000000,11000000,19500000,15000000,16,28,26,0,0,11,0,4,0,0,5,14,1,2,3,0,0,0,0,0,0,0,0,0,Kurang lancar,38091,18,1,"DKI Jakarta, 20-03-1979",44,Buruh,Cerai mati
58,Patrick Perez,8768305837838814,"Gang Joyoboyo No. 763
Sibolga, Lampung 75101",+62 (059) 894 9598,Perum Shaw,laki-laki,S2,Retired,4,18000000.0,2023-03-06,12291666.666666666,23000000,19600000,133,8,Tidak tertagih,104,4,8000000,49166666.66666666,8000000,25500000,29000000,7500000,16500000,19500000,4500000,4000000,12500000,8000000,7000000,5500000,8,0,13,1,10,0,0,29,22,22,28,0,0,0,0,0,0,0,0,1,2,3,4,0,Diragukan,75101,6,2,"Bali, 24-12-1962",61,Profesional,Belum menikah
59,David Peck,8332038585131450,"Gg. Siliwangi No. 27
Madiun, Kalimantan Utara 56363",+62-0650-693-3858,UD Miller Allen Tbk,perempuan,S1,Self-employed,2,28000000.0,2023-03-08,33833333.333333336,35000000,25700000,9,2,Tertagih,649,0,17500000,0.0,30000000,36500000,31000000,30500000,30000000,37500000,39500000,34500000,38000000,31000000,33500000,34000000,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,56363,12,18,"Jambi, 15-09-1971",52,Pengusaha,Cerai hidup
60,Kelly Bryant,6204227366736254,"Jl. Kutai No. 84
Sungai Penuh, KB 42959",+62 (212) 425-7174,CV Reyes Goodman,laki-laki,S1,Retired,2,13000000.0,2023-02-05,16125000.0,8500000,6050000,55,5,Tidak tertagih,424,2,5000000,32250000.0,11500000,18500000,19500000,16000000,12000000,13500000,12000000,19000000,19000000,16500000,17500000,18500000,0,0,0,6,5,0,22,19,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,DPK,42959,19,4,"Sulawesi Tenggara, 20-12-1982",41,Pegawai Negeri,Cerai hidup
61,Sara Thornton,1141265762262547,"Jalan Antapani Lama No. 80
Batu, LA 69444",+62 (0829) 396-5556,CV Flores James,perempuan,D1,Retired,5,10500000.0,2023-06-24,14083333.333333334,16000000,9900000,20,1,Tertagih,314,1,8000000,14083333.333333334,15500000,14500000,13000000,19500000,12500000,11000000,12000000,17500000,13500000,10000000,18500000,11500000,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DPK,69444,12,12,"Kalimantan Tengah, 19-11-1968",55,Buruh,Cerai mati
62,Hayley Bowen,8869987812096190,"Jalan Ahmad Dahlan No. 0
Madiun, Sulawesi Barat 34193",+62-70-476-0031,CV Lloyd,perempuan,SMA,Contract,1,9700000.0,2023-06-01,14208333.333333334,7000000,4200000,17,1,Tidak tertagih,433,1,7000000,14208333.333333334,15000000,16000000,18500000,12500000,15500000,18000000,17000000,13500000,10500000,12000000,12000000,10000000,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DPK,34193,8,17,"Nusa Tenggara Timur, 30-05-1965",58,Pegawai Negeri,Cerai mati
63,Marie Lambert,3921237594678476,"Gang Veteran No. 38
Tebingtinggi, Sulawesi Selatan 48636",+62-578-733-3009,Perum Mason Tbk,laki-laki,S2,Full-time,3,19000000.0,2023-03-24,13541666.666666666,21000000,17500000,33,2,Tertagih,695,1,11500000,13541666.666666666,2000000,26500000,21500000,11500000,4000000,20000000,5000000,26000000,10500000,8500000,22000000,5000000,0,0,0,0,0,29,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DPK,48636,4,14,"Sulawesi Utara, 21-04-1996",27,Pegawai Negeri,Menikah
64,Terry Wallace,4001071548003801,"Jalan Dipenogoro No. 4
Bandung, Maluku Utara 01106",+62 (0850) 103 2174,Perum Goodwin,laki-laki,D1,Retired,5,15500000.0,2023-02-20,17208333.333333332,27000000,25900000,126,6,Tidak tertagih,151,4,13500000,68833333.33333333,22500000,21500000,10500000,17500000,24000000,22500000,5500000,20500000,22500000,11500000,20500000,7500000,0,18,0,0,0,19,0,0,20,16,27,26,0,1,0,0,0,1,0,0,1,2,3,4,Diragukan,01106,2,11,"Banten, 19-07-1994",29,Pegawai Negeri,Cerai mati
65,Jason Hawkins,9672473759347045,"Gang Rumah Sakit No. 8
Serang, MA 03486",+62 (684) 779-5396,UD Chen Patterson,laki-laki,SMA,Contract,1,10700000.0,2023-08-10,14541666.666666666,12000000,6500000,7,1,Tertagih,345,0,6000000,0.0,13000000,15500000,13000000,16500000,12000000,14000000,10500000,12500000,19500000,16500000,14500000,17000000,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,03486,5,2,"DI Yogyakarta, 23-02-1961",62,Buruh,Menikah
66,Mason Cruz,1404563308796236,"Jl. Gedebage Selatan No. 337
Kota Administrasi Jakarta Barat, SS 86281",+62 (019) 846-4956,PD Strong Wilkins (Persero) Tbk,perempuan,S2,Retired,4,22000000.0,2023-07-05,17125000.0,22500000,20050000,144,8,Tidak tertagih,210,1,6000000,17125000.0,25500000,17500000,19000000,15500000,11000000,13500000,6500000,25500000,27500000,27000000,9000000,8000000,0,30,0,15,11,14,0,23,4,30,0,17,0,1,0,1,0,0,0,1,0,1,0,1,Diragukan,86281,15,2,"Jambi, 16-09-1968",55,Pegawai Swasta,Belum menikah
67,Bethany Scott DVM,3373434236619240,"Jl. R.E Martadinata No. 242
Pematangsiantar, SG 55247",+62 (853) 801-5342,Perum Santos Guerrero,laki-laki,D3,Retired,4,15500000.0,2023-08-24,15375000.0,21500000,19050000,203,10,Tidak tertagih,298,6,4500000,92250000.0,22500000,10500000,12500000,7500000,11000000,9500000,12500000,24500000,25500000,11500000,12000000,25000000,0,12,15,15,25,0,25,21,23,24,18,25,0,0,1,2,3,0,1,2,3,4,5,6,Macet,55247,11,6,"Kalimantan Timur, 28-12-1994",29,Profesional,Cerai mati
68,Catherine Olsen,7522408180947311,"Jalan Rajiman No. 7
Denpasar, Gorontalo 52145",+62-593-066-8254,PT Oconnor Torres Tbk,laki-laki,S1,Full-time,4,20000000.0,2023-06-09,16416666.666666666,2000000,1300000,128,8,Tidak tertagih,229,2,9500000,32833333.33333333,24500000,7000000,21500000,5000000,29500000,16500000,8000000,13000000,15500000,20000000,19500000,17000000,0,12,23,10,3,24,4,25,27,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,Diragukan,52145,8,14,"Sumatera Utara, 31-10-1960",63,Pengusaha,Belum menikah
69,Charles Jones MD,5272391806273171,"Jl. Joyoboyo No. 309
Semarang, MU 98929",+62-0300-474-3989,PD Villegas Ritter (Persero) Tbk,laki-laki,S2,Full-time,2,28000000.0,2023-01-12,33750000.0,35500000,29750000,34,2,Tertagih,486,1,10500000,33750000.0,32500000,35000000,34000000,36000000,31000000,38500000,37000000,30500000,31000000,33500000,35000000,31000000,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,DPK,98929,16,14,"Bengkulu, 30-04-1981",42,Pengusaha,Belum menikah
70,Sean Nichols,7210361869350495,"Jalan Jend. Sudirman No. 05
Bandung, Aceh 46824",+62 (043) 335 7222,PT Shaw Tbk,laki-laki,SMA,Contract,6,13700000.0,2023-03-20,15000000.0,6500000,5750000,107,4,Tertagih,444,1,7000000,15000000.0,13000000,19500000,15500000,12000000,11500000,16000000,16500000,16000000,13500000,10000000,18500000,18000000,30,0,27,0,0,28,0,0,0,0,0,22,1,0,1,0,0,1,0,0,0,0,0,1,Kurang lancar,46824,14,9,"DI Yogyakarta, 05-05-1972",51,Buruh,Cerai hidup
71,John Petersen,7009464377846576,"Gang Kutisari Selatan No. 771
Tomohon, KT 53845",+62 (85) 207-1451,PT Jones (Persero) Tbk,laki-laki,D3,Retired,4,10500000.0,2023-03-25,14791666.666666666,15500000,12650000,97,4,Tertagih,372,1,5000000,14791666.666666666,13500000,15000000,18500000,13500000,11500000,17500000,17000000,12000000,11500000,19500000,15000000,13000000,0,0,21,0,0,24,0,0,0,24,0,28,0,0,1,0,0,1,0,0,0,1,0,1,Kurang lancar,53845,20,11,"Sumatera Selatan, 01-06-1999",24,Profesional,Belum menikah
72,Timothy Young,8599108334257917,"Jl. Jamika No. 1
Bukittinggi, Jawa Barat 39838",+62 (076) 180 0126,PD Brooks Clark (Persero) Tbk,laki-laki,SMP,Part-time,2,200000.0,2023-02-20,5833333.333333333,13000000,7100000,160,9,Tidak tertagih,64,5,9000000,29166666.666666664,9000000,500000,9000000,7000000,2000000,5500000,7500000,9000000,8500000,500000,8500000,3000000,0,0,17,0,16,10,7,23,24,23,23,17,0,0,1,0,1,0,0,1,2,3,4,5,Diragukan,39838,15,13,"Kalimantan Selatan, 02-05-1992",31,Buruh,Cerai hidup
73,James Moran II,4164005648161210,"Gg. Raya Setiabudhi No. 4
Palangkaraya, Sulawesi Utara 05763",+62 (090) 576-2864,PD Bowman,laki-laki,D2,Full-time,4,22500000.0,2023-09-11,16833333.333333332,8000000,6200000,93,7,Tidak tertagih,188,1,6500000,16833333.333333332,8500000,29500000,29000000,20500000,9000000,28500000,4000000,4500000,12000000,28500000,24000000,4000000,0,7,20,10,24,11,0,0,0,0,5,16,0,0,1,0,1,0,0,0,0,0,0,1,Kurang lancar,05763,3,4,"Papua Barat, 29-11-1989",34,Profesional,Cerai hidup
74,Vanessa Lee,5928128172509859,"Jl. Kutisari Selatan No. 485
Pasuruan, PB 35511",+62 (0055) 595-0658,Perum Murphy (Persero) Tbk,laki-laki,S1,Full-time,4,24000000.0,2023-03-31,18458333.33333333,21000000,15300000,83,6,Tidak tertagih,242,1,5000000,18458333.33333333,20500000,25000000,21500000,23500000,5500000,26500000,5000000,3000000,29000000,29500000,19500000,13000000,0,0,26,0,17,6,7,15,0,0,12,0,0,0,1,0,1,0,0,1,0,0,0,0,DPK,35511,7,12,"Papua, 19-12-1971",52,Pegawai Negeri,Belum menikah
75,Tiffany Martinez,8399861350432935,"Jl. Moch. Ramdan No. 211
Bau-Bau, Sulawesi Selatan 38196",+62 (098) 650-1436,Perum Lee Johnson,laki-laki,S1,Retired,2,18000000.0,2023-02-17,16291666.666666666,4500000,4050000,3,1,Tertagih,691,0,13000000,0.0,28500000,27500000,3000000,22500000,2000000,22000000,4000000,9000000,18000000,21000000,22000000,16000000,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,38196,5,11,"Nusa Tenggara Barat, 23-04-1974",49,Pegawai Negeri,Belum menikah
76,Jill Santiago,3966425624062665,"Gang Peta No. 69
Batu, Jambi 24980",+62 (50) 038 5514,Perum Norris (Persero) Tbk,laki-laki,D1,Full-time,4,17500000.0,2023-09-09,13916666.666666666,2000000,1000000,103,6,Tidak tertagih,299,2,4500000,27833333.33333333,20500000,28500000,7500000,25500000,7000000,24000000,2000000,2500000,3000000,7000000,26500000,13000000,0,29,23,0,0,9,0,17,10,0,0,15,0,1,2,0,0,0,0,1,0,0,0,1,Kurang lancar,24980,14,14,"Banten, 28-02-1968",55,Profesional,Menikah
77,Eddie Ford,3971522845246205,"Jl. Kiaracondong No. 464
Bau-Bau, Sulawesi Tengah 66324",+62-0885-614-4848,PD Morgan Tbk,laki-laki,SMP,Internship,5,200000.0,2023-06-14,5625000.0,10000000,7000000,93,5,Tidak tertagih,37,2,17500000,11250000.0,7000000,500000,9500000,5000000,5500000,500000,9500000,3500000,7500000,6000000,6000000,7000000,0,0,21,0,24,15,0,21,0,0,0,12,0,0,1,0,1,2,0,1,0,0,0,0,Kurang lancar,66324,20,11,"Bali, 04-01-1968",55,Buruh,Menikah
78,Derek Woodard,6103070210177132,"Jl. Astana Anyar No. 3
Palopo, Kepulauan Bangka Belitung 80724",+62 (0428) 104-7705,PT Walker,laki-laki,D1,Full-time,3,16500000.0,2023-07-02,16000000.0,15500000,10850000,38,2,Tertagih,657,1,13500000,16000000.0,25000000,15000000,2000000,4500000,12500000,6500000,15500000,13000000,20500000,22000000,29500000,26000000,0,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DPK,80724,17,2,"Sumatera Selatan, 18-03-1989",34,Profesional,Cerai mati
79,Kimberly Lopez,5747415009494392,"Gang Astana Anyar No. 5
Padangpanjang, KS 41466",+62 (016) 335 6083,CV Delacruz Patterson,perempuan,S1,Full-time,2,21000000.0,2023-06-28,16166666.666666666,21500000,11750000,22,3,Tertagih,440,0,9500000,0.0,24000000,7000000,25500000,11500000,7000000,19000000,25500000,20500000,2000000,19500000,27500000,5000000,0,10,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,41466,10,1,"DI Yogyakarta, 27-08-1991",32,Buruh,Cerai hidup
80,Sophia Jenkins,7138917601342573,"Gang Bangka Raya No. 284
Bekasi, SR 15069",+62-038-123-2636,Perum Bender Garcia,laki-laki,D1,Full-time,4,25500000.0,2023-02-24,35041666.666666664,32500000,27050000,134,9,Tidak tertagih,158,2,4000000,70083333.33333333,32000000,32000000,39000000,31500000,35500000,36500000,36500000,31000000,39000000,35500000,39000000,33000000,16,0,24,24,14,11,2,17,0,0,4,22,1,0,1,2,0,0,0,1,0,0,0,1,Diragukan,15069,14,15,"Kalimantan Selatan, 08-10-1967",56,Pengusaha,Cerai hidup
81,Crystal Parker,6785506346919074,"Gg. Ir. H. Djuanda No. 58
Probolinggo, Bengkulu 24676",+62-668-580-8625,Perum Medina,perempuan,D3,Retired,4,15500000.0,2023-01-24,14708333.333333334,22500000,13250000,163,8,Tidak tertagih,253,3,8000000,44125000.0,4500000,7000000,10000000,29500000,15000000,27500000,9500000,27500000,14000000,10000000,10500000,11500000,0,17,0,29,28,21,12,0,0,21,26,9,0,1,0,1,2,3,0,0,0,1,2,0,Diragukan,24676,10,8,"Kalimantan Barat, 10-04-1998",25,Profesional,Menikah
82,Amber Clark,8843947087168873,"Gang Gedebage Selatan No. 320
Lubuklinggau, Sumatera Utara 56109",+62 (51) 419 2684,UD West Jackson,perempuan,S1,Full-time,3,24000000.0,2023-06-27,15083333.333333334,2000000,1700000,117,6,Tertagih,545,2,11000000,30166666.666666668,10500000,14500000,9000000,3500000,19000000,11500000,17000000,24500000,13000000,10000000,20000000,28500000,17,29,0,21,22,0,0,19,0,0,0,9,1,2,0,1,2,0,0,1,0,0,0,0,Kurang lancar,56109,7,6,"Lampung, 09-04-1964",59,Buruh,Cerai hidup
83,Bradley Stewart,9277449786374421,"Jl. Cempaka No. 5
Metro, PA 09609",+62-006-205-6573,PD Russo,perempuan,D3,Full-time,3,22500000.0,2023-09-18,11458333.333333334,17000000,13100000,0,0,Tertagih,481,0,7000000,0.0,4000000,27000000,18500000,9000000,3500000,3500000,27000000,7000000,11000000,8500000,9000000,9500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,09609,14,14,"Lampung, 11-01-1999",24,Pegawai Negeri,Menikah
84,Anne Weaver,5210889515983343,"Gg. Siliwangi No. 6
Mataram, LA 10949",+62-55-492-4753,PD Oneill,perempuan,SMA,Contract,6,14700000.0,2023-09-11,15041666.666666666,16500000,9350000,21,1,Tertagih,268,1,13000000,15041666.666666666,13500000,15500000,16500000,10000000,17500000,18000000,15500000,14500000,18500000,17000000,10500000,13500000,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,DPK,10949,18,10,"Nusa Tenggara Barat, 03-05-1981",42,Pegawai Negeri,Cerai hidup
85,Sherry Chapman,3722130675102629,"Gg. Veteran No. 24
Depok, Sulawesi Tengah 94176",+62 (286) 076-8259,UD Edwards Bauer (Persero) Tbk,perempuan,D3,Retired,5,10500000.0,2023-08-20,14916666.666666666,18000000,14100000,14,1,Tidak tertagih,244,0,9000000,0.0,15000000,12000000,19000000,14000000,19000000,14000000,15000000,16500000,11500000,13000000,15500000,14500000,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,94176,17,5,"DI Yogyakarta, 30-06-1961",62,Profesional,Menikah
86,Charles Barber DVM,9801885203543526,"Jl. Surapati No. 19
Palopo, NT 43353",+62 (56) 405-5574,Perum Blair Tbk,laki-laki,D3,Retired,4,10500000.0,2023-02-25,14583333.333333334,10500000,6750000,12,1,Tidak tertagih,357,0,5500000,0.0,17500000,14500000,14000000,18500000,14500000,14000000,13000000,14000000,16500000,13000000,15500000,10000000,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,DPK,43353,19,15,"Jawa Timur, 25-07-1980",43,Profesional,Menikah
87,Christine Cuevas,8193133561276203,"Jl. Erlangga No. 13
Langsa, Kalimantan Selatan 27074",+62 (043) 462-6981,CV Cruz (Persero) Tbk,perempuan,S3,Retired,4,18000000.0,2023-05-21,16000000.0,25500000,24650000,83,6,Tidak tertagih,245,2,8500000,32000000.0,9000000,26500000,7000000,12500000,2000000,26000000,13500000,24500000,25500000,3000000,20500000,22000000,10,18,4,0,17,27,0,0,0,7,0,0,0,1,0,0,1,2,0,0,0,0,0,0,DPK,27074,19,7,"Jawa Barat, 20-04-1981",42,Pegawai Swasta,Cerai hidup
88,Jeanne Adams,9212468877067040,"Gang K.H. Wahid Hasyim No. 08
Tomohon, BT 96614",+62 (802) 813-4111,PD Hicks Boyd,perempuan,D1,Self-employed,5,25500000.0,2023-05-30,34625000.0,34500000,24750000,157,10,Tidak tertagih,221,2,7000000,69250000.0,30500000,39500000,39500000,30000000,34000000,36500000,38000000,35500000,37500000,30000000,31000000,33500000,19,14,27,15,0,10,5,25,23,2,0,17,1,0,1,2,0,0,0,1,2,0,0,1,Diragukan,96614,8,12,"Papua, 15-09-1962",61,Buruh,Menikah
89,Monica Clayton,3154614441627787,"Gg. PHH. Mustofa No. 042
Tual, Sumatera Barat 25497",+62 (616) 623 2480,UD Wilkins Bradley,laki-laki,D1,Retired,5,19500000.0,2023-05-22,16000000.0,5000000,4500000,94,5,Tidak tertagih,215,2,8500000,32000000.0,20500000,16000000,29500000,10000000,3500000,28000000,27500000,27500000,12000000,3000000,12000000,2500000,0,0,0,11,0,30,21,0,0,0,20,12,0,0,0,0,0,1,2,0,0,0,1,0,Kurang lancar,25497,11,12,"Sulawesi Utara, 08-04-1962",61,Buruh,Belum menikah
90,Eric White,6184426199636660,"Gang Abdul Muis No. 437
Yogyakarta, YO 60281",+62 (427) 678-4000,Perum Stuart (Persero) Tbk,laki-laki,D3,Retired,4,10500000.0,2023-02-18,15000000.0,8500000,5750000,4,1,Tidak tertagih,253,0,6000000,0.0,17500000,11000000,13000000,14000000,15500000,19000000,15000000,14500000,19000000,10500000,16000000,15000000,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,60281,2,10,"Riau, 26-02-1972",51,Profesional,Cerai mati
91,Arthur Gay,9493196234521356,"Jalan Jamika No. 6
Bengkulu, Sulawesi Selatan 11391",+62 (84) 797 4000,PD Tapia (Persero) Tbk,laki-laki,S1,Full-time,3,19000000.0,2023-06-04,16583333.333333334,24500000,16450000,86,5,Tertagih,552,2,9500000,33166666.666666668,17000000,28000000,14500000,23000000,7500000,13500000,15000000,13500000,4500000,18000000,26000000,18500000,16,0,0,0,18,20,0,0,0,7,25,0,1,0,0,0,1,2,0,0,0,0,1,0,DPK,11391,14,18,"Jawa Barat, 09-06-1971",52,Buruh,Menikah
92,Vicki Fry,7825710302057018,"Gang Stasiun Wonokromo No. 6
Sibolga, Bengkulu 40116",+62 (090) 680 6303,PD Farmer Blankenship,laki-laki,D3,Retired,5,10500000.0,2023-03-01,16041666.666666666,19500000,10550000,5,1,Tidak tertagih,396,0,10000000,0.0,12500000,19000000,13500000,18000000,19000000,10500000,19000000,12500000,17000000,17000000,18500000,16000000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DPK,40116,7,1,"Jawa Barat, 17-10-1997",26,Buruh,Cerai hidup
