,number_of_dependents,net_income,loan_amount,amount_of_late,late_payment_amount,credit_score,arrears_amounts,aset,tenor,debtor_education_level,aging,loss_reverse
230,4.0,24000000.0,66333333.333333336,53.0,2.0,371.0,1.0,18000000.0,18.0,S1,DPK,16583333.333333334
231,1.0,14700000.0,59333333.333333336,66.0,4.0,385.0,1.0,10000000.0,19.0,SMA,DPK,14833333.333333334
232,5.0,200000.0,25000000.0,61.0,5.0,66.0,1.0,14500000.0,1.0,SD,DPK,6250000.0
233,3.0,16500000.0,63500000.0,58.0,3.0,501.0,2.0,9000000.0,15.0,D1,DPK,31750000.0
234,4.0,17500000.0,63333333.333333336,66.0,3.0,244.0,1.0,34500000.0,9.0,D3,DPK,15833333.333333334
235,3.0,10500000.0,56333333.333333336,15.0,1.0,209.0,1.0,10000000.0,19.0,D1,DPK,14083333.333333334
236,5.0,12700000.0,51666666.66666666,8.0,1.0,306.0,0.0,4500000.0,3.0,SMA,DPK,0.0
237,5.0,10500000.0,52666666.66666666,84.0,8.0,259.0,2.0,8500000.0,8.0,D1,DPK,26333333.33333333
238,4.0,25500000.0,137833333.33333334,174.0,9.0,278.0,3.0,4500000.0,3.0,D3,Diragukan,103375000.0
239,3.0,15500000.0,74333333.33333331,123.0,7.0,137.0,2.0,9000000.0,14.0,D3,Diragukan,37166666.66666666
240,4.0,13000000.0,60166666.66666666,0.0,0.0,400.0,0.0,7500000.0,19.0,S2,Lancar,0.0
241,4.0,13000000.0,59833333.333333336,48.0,2.0,461.0,1.0,6000000.0,18.0,S2,DPK,14958333.333333334
242,3.0,24000000.0,56166666.66666666,41.0,3.0,510.0,1.0,7000000.0,25.0,S1,DPK,14041666.666666666
243,2.0,21000000.0,49500000.0,16.0,1.0,421.0,1.0,8500000.0,24.0,S1,DPK,12375000.0
244,6.0,3560000.0,17500000.0,94.0,7.0,45.0,1.0,15000000.0,1.0,SMP,Kurang lancar,4375000.0
245,4.0,22500000.0,67333333.33333333,110.0,8.0,186.0,2.0,8500000.0,13.0,D3,Kurang lancar,33666666.666666664
246,4.0,18000000.0,62333333.333333336,73.0,6.0,263.0,1.0,12000000.0,1.0,S1,DPK,15583333.333333334
247,3.0,15500000.0,72666666.66666667,69.0,6.0,234.0,1.0,6000000.0,10.0,D2,DPK,18166666.666666668
248,5.0,5000000.0,62000000.0,23.0,2.0,256.0,1.0,5000000.0,10.0,SMP,DPK,15500000.0
249,6.0,6700000.0,57166666.66666666,37.0,3.0,318.0,0.0,5000000.0,9.0,SMA,DPK,0.0
250,5.0,25500000.0,133500000.0,100.0,7.0,350.0,1.0,7500000.0,22.0,D2,Kurang lancar,33375000.0
251,4.0,20500000.0,83166666.66666667,115.0,9.0,169.0,2.0,5000000.0,14.0,D3,Kurang lancar,41583333.333333336
252,3.0,15500000.0,59666666.66666666,159.0,8.0,125.0,3.0,10500000.0,13.0,D3,Diragukan,44750000.0
253,5.0,13700000.0,57000000.0,19.0,1.0,333.0,1.0,4500000.0,17.0,SMA,DPK,14250000.0
254,2.0,21000000.0,78333333.33333331,30.0,1.0,568.0,1.0,5500000.0,19.0,S1,DPK,19583333.33333333
255,5.0,6700000.0,55500000.0,46.0,3.0,284.0,1.0,4000000.0,15.0,SMA,DPK,13875000.0
256,3.0,21000000.0,47333333.333333336,21.0,1.0,600.0,1.0,18000000.0,19.0,S1,DPK,11833333.333333334
257,3.0,10500000.0,52666666.66666666,53.0,3.0,367.0,1.0,8000000.0,16.0,D1,DPK,13166666.666666666
258,4.0,13000000.0,55000000.0,72.0,4.0,379.0,2.0,9000000.0,3.0,S1,DPK,27500000.0
259,3.0,21000000.0,66333333.333333336,138.0,8.0,225.0,2.0,5000000.0,2.0,S1,Diragukan,33166666.666666668
260,5.0,15500000.0,77500000.0,141.0,9.0,206.0,2.0,8000000.0,11.0,D1,Diragukan,38750000.0
261,3.0,10500000.0,48333333.333333336,32.0,2.0,325.0,1.0,3000000.0,15.0,D2,DPK,12083333.333333334
262,4.0,20000000.0,60666666.66666666,65.0,4.0,207.0,1.0,13000000.0,8.0,S2,DPK,15166666.666666666
263,5.0,10500000.0,59000000.0,22.0,2.0,275.0,1.0,5000000.0,15.0,D3,DPK,14750000.0
264,3.0,5500000.0,65500000.0,69.0,4.0,375.0,1.0,6500000.0,17.0,D1,DPK,16375000.0
265,3.0,24000000.0,42500000.0,34.0,2.0,636.0,1.0,4000000.0,20.0,S2,DPK,10625000.0
266,3.0,22500000.0,51000000.0,41.0,2.0,481.0,2.0,4500000.0,23.0,D2,DPK,25500000.0
267,4.0,22500000.0,56666666.66666666,151.0,9.0,242.0,2.0,12500000.0,3.0,D3,Diragukan,28333333.33333333
268,7.0,4040000.0,18166666.666666664,117.0,8.0,65.0,1.0,8000000.0,1.0,SMP,Kurang lancar,4541666.666666668
269,3.0,22500000.0,44500000.0,89.0,5.0,513.0,3.0,8000000.0,16.0,D1,DPK,33375000.0
270,3.0,18000000.0,50500000.0,40.0,2.0,444.0,1.0,21500000.0,20.0,S3,DPK,12625000.0
271,3.0,13000000.0,57000000.0,117.0,9.0,454.0,1.0,12000000.0,5.0,S1,Kurang lancar,14250000.0
272,3.0,15500000.0,68333333.33333333,97.0,6.0,235.0,1.0,13500000.0,2.0,D1,Kurang lancar,17083333.333333332
273,4.0,15500000.0,76666666.66666667,167.0,9.0,251.0,3.0,6500000.0,5.0,D3,Diragukan,57500000.0
274,5.0,15500000.0,75000000.0,70.0,5.0,150.0,1.0,4000000.0,13.0,D1,DPK,18750000.0
275,2.0,21000000.0,75500000.0,44.0,3.0,599.0,1.0,10500000.0,22.0,S2,DPK,18875000.0
276,3.0,19500000.0,51166666.66666666,56.0,4.0,574.0,1.0,9500000.0,24.0,D3,DPK,12791666.666666666
277,5.0,5000000.0,60000000.0,17.0,1.0,277.0,1.0,17500000.0,10.0,SMP,DPK,15000000.0
278,4.0,15500000.0,63500000.0,103.0,9.0,199.0,2.0,16500000.0,14.0,D2,Kurang lancar,31750000.0
279,5.0,5500000.0,58833333.333333336,109.0,5.0,363.0,3.0,7000000.0,4.0,D1,Kurang lancar,44125000.0
280,7.0,5700000.0,64000000.0,23.0,1.0,210.0,1.0,3500000.0,14.0,SMA,DPK,16000000.0
281,5.0,13700000.0,56666666.66666666,19.0,1.0,313.0,1.0,9500000.0,11.0,SMA,DPK,14166666.666666666
282,3.0,13000000.0,57000000.0,28.0,2.0,334.0,1.0,5500000.0,19.0,S2,DPK,14250000.0
283,4.0,21000000.0,70166666.66666667,101.0,5.0,214.0,2.0,9000000.0,9.0,S2,Kurang lancar,35083333.333333336
284,2.0,29000000.0,138666666.66666666,85.0,4.0,680.0,3.0,9000000.0,24.0,S2,DPK,104000000.0
285,3.0,13500000.0,57833333.333333336,4.0,1.0,319.0,0.0,14000000.0,19.0,D1,DPK,0.0
286,1.0,9700000.0,59666666.66666666,0.0,0.0,399.0,0.0,11500000.0,17.0,SMA,Lancar,0.0
287,3.0,10500000.0,57333333.333333336,17.0,1.0,208.0,1.0,8000000.0,10.0,D3,DPK,14333333.333333334
288,3.0,28000000.0,141666666.66666666,64.0,3.0,473.0,1.0,4000000.0,35.0,S2,DPK,35416666.666666664
289,4.0,19000000.0,61000000.0,154.0,9.0,226.0,3.0,6500000.0,7.0,S3,Diragukan,45750000.0
290,3.0,10500000.0,58500000.0,68.0,5.0,295.0,2.0,16000000.0,17.0,D3,DPK,29250000.0
291,3.0,19000000.0,72000000.0,149.0,7.0,100.99999999999997,2.0,8500000.0,3.0,S2,Diragukan,36000000.0
292,3.0,10500000.0,57333333.333333336,18.0,2.0,285.0,0.0,9000000.0,10.0,D3,DPK,0.0
293,4.0,24000000.0,73833333.33333331,134.0,8.0,247.0,2.0,8000000.0,8.0,S1,Diragukan,36916666.66666666
294,5.0,26500000.0,141500000.0,111.0,8.0,494.0,1.0,4500000.0,7.0,D1,Kurang lancar,35375000.0
295,4.0,13000000.0,61166666.66666666,39.0,3.0,340.0,1.0,7000000.0,9.0,S2,DPK,15291666.666666666
296,3.0,19000000.0,63166666.66666666,70.0,3.0,612.0,3.0,14000000.0,25.0,S1,DPK,47375000.0
297,2.0,22000000.0,67333333.33333333,0.0,0.0,515.0,0.0,7500000.0,15.0,S1,Lancar,0.0
298,1.0,16500000.0,63833333.333333336,0.0,0.0,682.0,0.0,19500000.0,17.0,D1,Lancar,0.0
299,2.0,26000000.0,142166666.66666666,15.0,2.0,514.0,0.0,12000000.0,29.0,S1,DPK,0.0
300,3.0,15500000.0,60666666.66666666,64.0,9.0,225.0,1.0,13000000.0,11.0,D3,DPK,15166666.666666666
301,4.0,17500000.0,47500000.0,62.0,3.0,162.0,1.0,12500000.0,3.0,D1,DPK,11875000.0
302,2.0,13000000.0,59166666.66666666,47.0,3.0,426.0,1.0,5000000.0,12.0,S1,DPK,14791666.666666666
303,3.0,10500000.0,61333333.333333336,31.0,4.0,223.0,0.0,5000000.0,17.0,D2,DPK,0.0
304,3.0,22500000.0,65333333.333333336,43.0,2.0,476.0,2.0,4000000.0,15.0,D2,DPK,32666666.666666668
305,4.0,13000000.0,58333333.333333336,10.0,1.0,366.0,0.0,9500000.0,19.0,S1,DPK,0.0
306,4.0,23000000.0,63833333.333333336,191.0,9.0,202.0,4.0,19500000.0,13.0,S1,Macet,63833333.333333336
307,3.0,22500000.0,74333333.33333331,0.0,0.0,448.0,0.0,8500000.0,21.0,D3,Lancar,0.0
308,3.0,25500000.0,135333333.33333334,5.0,1.0,424.0,0.0,8500000.0,25.0,D3,DPK,0.0
309,5.0,10500000.0,54833333.333333336,127.0,9.0,296.0,2.0,13500000.0,8.0,D1,Diragukan,27416666.666666668
310,2.0,26000000.0,138833333.33333334,28.0,2.0,306.0,1.0,13000000.0,31.0,S2,DPK,34708333.333333336
311,4.0,16500000.0,60666666.66666666,44.0,4.0,215.0,1.0,8000000.0,13.0,D1,DPK,15166666.666666666
312,4.0,27000000.0,141166666.66666666,139.0,8.0,488.0,2.0,8500000.0,7.0,S1,Diragukan,70583333.33333333
313,2.0,18000000.0,62333333.333333336,37.0,2.0,657.0,1.0,12000000.0,22.0,S1,DPK,15583333.333333334
314,2.0,26000000.0,143333333.33333334,27.0,1.0,465.0,1.0,10500000.0,26.0,S3,DPK,35833333.333333336
315,3.0,17500000.0,56666666.66666666,111.0,5.0,482.0,1.0,9000000.0,15.0,D2,Kurang lancar,14166666.666666666
316,3.0,10500000.0,57333333.333333336,76.0,4.0,309.0,2.0,16000000.0,16.0,D1,DPK,28666666.666666668
317,4.0,13000000.0,60333333.333333336,36.0,3.0,441.0,1.0,14000000.0,15.0,S1,DPK,15083333.333333334
318,4.0,10500000.0,56000000.0,39.0,4.0,304.0,0.0,7500000.0,19.0,D2,DPK,0.0
319,4.0,17500000.0,63333333.333333336,85.0,5.0,129.0,1.0,5000000.0,13.0,D3,DPK,15833333.333333334
320,3.0,24500000.0,60000000.0,62.0,5.0,518.0,2.0,8000000.0,23.0,D3,DPK,30000000.0
321,5.0,15500000.0,45333333.333333336,170.0,8.0,255.0,3.0,7500000.0,8.0,D2,Diragukan,34000000.0
322,4.0,18500000.0,58666666.66666666,92.0,4.0,129.0,2.0,14000000.0,10.0,D1,Kurang lancar,29333333.33333333
323,2.0,18000000.0,77333333.33333331,65.0,4.0,450.0,1.0,5500000.0,25.0,S2,DPK,19333333.33333333
324,2.0,26000000.0,135500000.0,54.0,4.0,268.0,2.0,7000000.0,24.0,S2,DPK,67750000.0
325,1.0,4520000.0,20500000.0,140.0,8.0,76.0,2.0,13500000.0,1.0,SD,Diragukan,10250000.0
326,7.0,2120000.0,13000000.0,146.0,9.0,34.0,2.0,8000000.0,2.0,SD,Diragukan,6500000.0
327,2.0,26000000.0,135833333.33333334,55.0,3.0,643.0,1.0,9500000.0,30.0,S1,DPK,33958333.333333336
328,2.0,13000000.0,59166666.66666666,131.0,7.0,424.0,2.0,27000000.0,3.0,S3,Diragukan,29583333.33333333
329,1.0,6700000.0,62666666.66666666,44.0,4.0,349.0,1.0,17000000.0,9.0,SMA,DPK,15666666.666666666
330,4.0,17500000.0,61000000.0,173.0,8.0,295.0,3.0,6000000.0,11.0,D3,Diragukan,45750000.0
331,3.0,15500000.0,70000000.0,119.0,7.0,220.0,3.0,9500000.0,11.0,D3,Kurang lancar,52500000.0
332,3.0,10500000.0,59666666.66666666,34.0,2.0,347.0,1.0,11500000.0,6.0,D2,DPK,14916666.666666666
333,1.0,5700000.0,57666666.66666666,135.0,9.0,264.0,3.0,3000000.0,6.0,SMA,Diragukan,43250000.0
334,2.0,23000000.0,61833333.333333336,97.0,10.0,139.0,1.0,7500000.0,14.0,S1,Kurang lancar,15458333.333333334
335,2.0,6700000.0,60166666.66666666,4.0,1.0,404.0,0.0,7000000.0,14.0,SMA,DPK,0.0
336,3.0,24000000.0,47166666.66666666,77.0,4.0,408.0,1.0,7500000.0,19.0,S1,DPK,11791666.666666666
337,5.0,16500000.0,55500000.0,152.0,8.0,258.0,3.0,7500000.0,3.0,D1,Diragukan,41625000.0
338,4.0,22500000.0,52166666.66666666,64.0,3.0,551.0,2.0,14500000.0,20.0,D3,DPK,26083333.33333333
339,5.0,18500000.0,67500000.0,93.0,6.0,219.0,2.0,9000000.0,5.0,D3,Kurang lancar,33750000.0
340,2.0,13000000.0,58666666.66666666,57.0,5.0,329.0,1.0,10000000.0,15.0,S1,DPK,14666666.666666666
341,4.0,13000000.0,55333333.333333336,7.000000000000007,1.0,425.0,0.0,4500000.0,9.0,S1,DPK,0.0
342,4.0,10500000.0,63000000.0,10.0,1.0,256.0,0.0,4000000.0,19.0,D1,DPK,0.0
343,5.0,12500000.0,63000000.0,54.0,2.0,306.0,1.0,7000000.0,3.0,D1,DPK,15750000.0
344,2.0,13000000.0,51000000.0,0.0,0.0,459.0,0.0,9500000.0,13.0,S1,Lancar,0.0
345,3.0,10500000.0,62333333.333333336,36.0,2.0,304.0,1.0,7500000.0,4.0,D3,DPK,15583333.333333334
346,4.0,17500000.0,59166666.66666666,79.0,5.0,242.0,2.0,5000000.0,11.0,D1,DPK,29583333.33333333
347,2.0,13000000.0,62500000.0,59.0,5.0,304.0,1.0,5500000.0,10.0,S2,DPK,15625000.0
348,5.0,12700000.0,53500000.0,36.0,3.0,364.0,1.0,4000000.0,11.0,SMA,DPK,13375000.0
349,4.0,10500000.0,54000000.0,6.0,1.0,353.0,0.0,9000000.0,7.0,D1,DPK,0.0
350,3.0,18000000.0,69666666.66666667,138.0,7.0,170.0,2.0,5000000.0,4.0,S1,Diragukan,34833333.333333336
351,3.0,20000000.0,57333333.333333336,49.0,4.0,690.0,1.0,6000000.0,22.0,S2,DPK,14333333.333333334
352,2.0,11700000.0,66333333.333333336,58.0,3.0,284.0,1.0,7000000.0,16.0,SMA,DPK,16583333.333333334
353,3.0,13000000.0,56666666.66666666,75.0,3.0,431.0,1.0,8500000.0,18.0,S1,DPK,14166666.666666666
354,1.0,2600000.0,20666666.66666667,78.0,4.0,23.0,2.0,9000000.0,1.0,SMP,DPK,10333333.333333334
355,5.0,10700000.0,57333333.333333336,80.0,4.0,398.0,1.0,7500000.0,2.0,SMA,DPK,14333333.333333334
356,4.0,17500000.0,63333333.333333336,81.0,7.0,190.0,2.0,27000000.0,4.0,D3,DPK,31666666.666666668
357,2.0,200000.0,21500000.0,109.0,7.0,15.0,2.0,7500000.0,2.0,SD,Kurang lancar,10750000.0
358,5.0,15500000.0,54833333.333333336,96.0,7.0,147.0,2.0,6000000.0,9.0,D3,Kurang lancar,27416666.666666668
359,2.0,21000000.0,67166666.66666667,132.0,8.0,191.0,5.0,21000000.0,13.0,S2,Diragukan,83958333.33333334
360,3.0,13000000.0,56666666.66666666,36.0,4.0,408.0,1.0,6000000.0,17.0,S1,DPK,14166666.666666666
361,4.0,16500000.0,61333333.333333336,96.0,6.0,234.0,2.0,6000000.0,7.0,D3,Kurang lancar,30666666.666666668
362,4.0,17500000.0,53500000.0,56.0,5.0,208.0,2.0,5000000.0,1.0,D1,DPK,26750000.0
363,5.0,18500000.0,56833333.333333336,40.0,5.0,189.0,1.0,9500000.0,6.0,D3,DPK,14208333.333333334
364,4.0,10500000.0,57333333.333333336,98.0,4.0,299.0,2.0,9000000.0,10.0,D1,Kurang lancar,28666666.666666668
365,3.0,19000000.0,68166666.66666667,107.0,9.0,189.0,2.0,4000000.0,13.0,S2,Kurang lancar,34083333.333333336
366,6.0,2600000.0,18166666.666666664,49.0,3.0,6.0,2.0,6500000.0,2.0,SMP,DPK,9083333.333333334
367,5.0,10500000.0,62500000.0,6.0,1.0,353.0,0.0,6000000.0,8.0,D2,DPK,0.0
368,5.0,5700000.0,63666666.66666666,46.0,3.0,381.0,1.0,22000000.0,19.0,SMA,DPK,15916666.666666666
369,4.0,18000000.0,68333333.33333333,98.0,7.0,252.0,1.0,7000000.0,11.0,S1,Kurang lancar,17083333.333333332
370,1.0,14700000.0,59833333.333333336,0.0,0.0,473.0,0.0,7500000.0,11.0,SMA,Lancar,0.0
371,3.0,24000000.0,49666666.66666666,10.0,1.0,550.0,0.0,7500000.0,20.0,S2,DPK,0.0
372,4.0,18500000.0,78333333.33333331,111.0,5.0,266.0,2.0,7000000.0,5.0,D3,Kurang lancar,39166666.66666666
373,4.0,15500000.0,66000000.0,154.0,7.0,241.0,4.0,14000000.0,3.0,D2,Diragukan,66000000.0
374,3.0,22500000.0,51666666.66666666,26.0,2.0,565.0,1.0,4500000.0,16.0,D3,DPK,12916666.666666666
375,2.0,18000000.0,50666666.66666666,33.0,3.0,566.0,1.0,13500000.0,19.0,S1,DPK,12666666.666666666
376,3.0,17500000.0,56833333.333333336,149.0,8.0,250.0,5.0,7500000.0,2.0,D1,Diragukan,71041666.66666667
377,3.0,24000000.0,45333333.333333336,22.0,3.0,575.0,0.0,9500000.0,21.0,S1,DPK,0.0
378,7.0,11700000.0,55666666.66666666,19.999999999999993,3.0,458.0,0.0,3000000.0,11.0,SMA,DPK,0.0
379,3.0,18500000.0,59833333.333333336,103.0,8.0,186.0,3.0,7500000.0,10.0,D2,Kurang lancar,44875000.0
380,5.0,14700000.0,58833333.333333336,59.0,3.0,340.0,1.0,8000000.0,12.0,SMA,DPK,14708333.333333334
381,4.0,22500000.0,57666666.66666666,163.0,10.0,202.0,3.0,3500000.0,5.0,D3,Diragukan,43250000.0
382,2.0,13000000.0,56833333.333333336,16.0,2.0,363.0,0.0,5500000.0,13.0,S1,DPK,0.0
383,1.0,2600000.0,24500000.0,80.0,7.0,75.0,1.0,4000000.0,1.0,SMP,DPK,6125000.0
384,5.0,10500000.0,62666666.66666666,63.0,4.0,338.0,1.0,9500000.0,5.0,D3,DPK,15666666.666666666
385,3.0,18000000.0,51666666.66666666,6.0,1.0,606.0,0.0,19500000.0,20.0,S1,DPK,0.0
386,4.0,22500000.0,63166666.66666666,59.0,6.0,464.0,0.0,4000000.0,21.0,D3,DPK,0.0
387,4.0,18500000.0,45166666.66666666,117.0,9.0,210.0,1.0,10500000.0,7.0,D2,Kurang lancar,11291666.666666666
388,5.0,9700000.0,60166666.66666666,17.0,2.0,475.0,0.0,12500000.0,13.0,SMA,DPK,0.0
389,3.0,13000000.0,55666666.66666666,42.0,3.0,401.0,2.0,8000000.0,7.0,S1,DPK,27833333.33333333
390,5.0,5500000.0,54833333.333333336,110.0,6.0,456.0,4.0,5000000.0,7.0,D1,Kurang lancar,54833333.333333336
391,6.0,200000.0,20666666.66666667,177.0,9.0,1.0,2.0,9500000.0,1.0,SD,Diragukan,10333333.333333334
392,4.0,13000000.0,62500000.0,49.0,4.0,397.0,1.0,5000000.0,8.0,S1,DPK,15625000.0
393,4.0,19000000.0,71333333.33333333,103.0,8.0,269.0,2.0,13000000.0,2.0,S2,Kurang lancar,35666666.666666664
394,0.0,11700000.0,57833333.333333336,58.0,3.0,298.0,2.0,6000000.0,4.0,SMA,DPK,28916666.666666668
395,3.0,15500000.0,56166666.66666666,3.0,1.0,672.0,0.0,9500000.0,22.0,D2,DPK,0.0
396,5.0,15500000.0,63500000.0,110.0,8.0,178.0,2.0,4000000.0,6.0,D1,Kurang lancar,31750000.0
397,3.0,10500000.0,61333333.333333336,60.0,3.0,295.0,2.0,16000000.0,15.0,D3,DPK,30666666.666666668
398,4.0,15500000.0,70500000.0,88.0,7.0,120.0,1.0,12500000.0,8.0,D3,DPK,17625000.0
399,3.0,13000000.0,53000000.0,25.0,1.0,467.0,1.0,6500000.0,3.0,S1,DPK,13250000.0
400,4.0,10500000.0,56500000.0,44.0,4.0,326.0,1.0,14500000.0,11.0,D3,DPK,14125000.0
401,2.0,4700000.0,19500000.0,112.0,6.0,54.0,2.0,4000000.0,2.0,SMA,Kurang lancar,9750000.0
402,3.0,18000000.0,59833333.333333336,130.0,8.0,277.0,1.0,8500000.0,13.0,S1,Diragukan,14958333.333333334
403,5.0,5500000.0,60000000.0,87.0,4.0,389.0,2.0,23000000.0,15.0,D1,DPK,30000000.0
404,5.0,2600000.0,12500000.0,93.0,7.0,59.0,1.0,9000000.0,2.0,SD,Kurang lancar,3125000.0
405,2.0,21000000.0,53333333.333333336,30.0,5.0,105.0,0.0,6500000.0,11.0,S1,DPK,0.0
406,5.0,10500000.0,62000000.0,37.0,2.0,268.0,1.0,23000000.0,14.0,D3,DPK,15500000.0
407,7.0,14700000.0,54500000.0,50.0,2.0,485.0,1.0,5500000.0,9.0,SMA,DPK,13625000.0
408,3.0,24500000.0,50333333.333333336,32.0,4.0,503.0,1.0,5500000.0,23.0,D1,DPK,12583333.333333334
409,1.0,5700000.0,55500000.0,52.0,2.0,394.0,1.0,8000000.0,14.0,SMA,DPK,13875000.0
410,1.0,14700000.0,58333333.333333336,17.0,3.0,345.0,0.0,17000000.0,5.0,SMA,DPK,0.0
411,4.0,18000000.0,63666666.66666666,63.0,5.0,214.0,1.0,8000000.0,5.0,S1,DPK,15916666.666666666
412,4.0,10500000.0,63333333.333333336,0.0,0.0,322.0,0.0,4000000.0,14.0,D3,Lancar,0.0
413,5.0,10500000.0,57666666.66666666,29.0,3.0,361.0,0.0,7000000.0,18.0,D1,DPK,0.0
414,5.0,10700000.0,59666666.66666666,22.0,1.0,224.0,1.0,4500000.0,9.0,SMA,DPK,14916666.666666666
415,2.0,2600000.0,22333333.33333333,87.0,6.0,6.0,2.0,8500000.0,2.0,SMP,DPK,11166666.666666666
416,2.0,26000000.0,137333333.33333334,28.0,2.0,547.0,1.0,6500000.0,24.0,S2,DPK,34333333.333333336
417,3.0,19000000.0,64333333.333333336,183.0,10.0,267.0,5.0,36000000.0,13.0,S1,Macet,80416666.66666667
418,2.0,13000000.0,55000000.0,57.0,4.0,420.0,1.0,14500000.0,3.0,S3,DPK,13750000.0
419,4.0,15500000.0,64666666.66666666,72.0,6.0,141.0,1.0,9500000.0,2.0,D3,DPK,16166666.666666666
420,3.0,15500000.0,61166666.66666666,69.0,5.0,607.0,1.0,4500000.0,23.0,D2,DPK,15291666.666666666
421,3.0,17500000.0,63500000.0,80.0,4.0,560.0,2.0,9000000.0,21.0,D3,DPK,31750000.0
422,4.0,19000000.0,43000000.0,30.0,2.0,436.0,1.0,10000000.0,24.0,S1,DPK,10750000.0
423,3.0,27000000.0,137833333.33333334,61.0,3.0,649.0,1.0,16000000.0,26.0,S3,DPK,34458333.333333336
424,4.0,23000000.0,52500000.0,150.0,9.0,126.0,3.0,3000000.0,1.0,S1,Diragukan,39375000.0
425,2.0,21000000.0,67833333.33333333,75.0,5.0,430.0,1.0,18000000.0,15.0,S1,DPK,16958333.333333332
426,3.0,17500000.0,72666666.66666667,50.0,3.0,512.0,1.0,6000000.0,17.0,D1,DPK,18166666.666666668
427,5.0,15500000.0,68833333.33333333,178.0,9.0,277.0,3.0,18500000.0,14.0,D2,Diragukan,51625000.0
428,4.0,17500000.0,52000000.0,80.0,4.0,561.0,1.0,7500000.0,16.0,D1,DPK,13000000.0
429,3.0,10500000.0,57500000.0,147.0,8.0,393.0,2.0,11000000.0,11.0,D3,Diragukan,28750000.0
430,4.0,17500000.0,62500000.0,122.0,8.0,157.0,2.0,10000000.0,13.0,D3,Diragukan,31250000.0
431,4.0,10500000.0,61000000.0,52.0,2.0,348.0,1.0,8000000.0,7.0,D2,DPK,15250000.0
432,2.0,26000000.0,134666666.66666666,32.0,2.0,542.0,1.0,14000000.0,29.0,S1,DPK,33666666.666666664
433,5.0,25500000.0,144500000.0,78.0,7.0,277.0,2.0,8000000.0,23.0,D1,DPK,72250000.0
434,7.0,4700000.0,18666666.66666667,136.0,8.0,67.0,3.0,10000000.0,1.0,SMA,Diragukan,14000000.0
435,3.0,10500000.0,62333333.333333336,10.999999999999993,1.0,263.0,0.0,14000000.0,8.0,D1,DPK,0.0
436,1.0,10700000.0,54500000.0,72.0,4.0,280.0,1.0,2000000.0,6.0,SMA,DPK,13625000.0
437,2.0,21000000.0,74166666.66666667,19.0,2.0,408.0,1.0,5000000.0,20.0,S1,DPK,18541666.666666668
438,3.0,13000000.0,62666666.66666666,18.0,1.0,455.0,1.0,9500000.0,5.0,S2,DPK,15666666.666666666
439,3.0,18000000.0,57333333.333333336,132.0,9.0,282.0,4.0,14000000.0,6.0,S1,Diragukan,57333333.333333336
440,3.0,15500000.0,44000000.0,119.0,7.0,285.0,3.0,7500000.0,7.0,D3,Kurang lancar,33000000.0
441,3.0,26500000.0,139666666.66666666,0.0,0.0,238.0,0.0,9000000.0,29.0,D3,Lancar,0.0
442,2.0,13000000.0,61833333.333333336,158.0,9.0,360.0,3.0,3500000.0,4.0,S1,Diragukan,46375000.0
443,4.0,10500000.0,59666666.66666666,0.0,0.0,381.0,0.0,8500000.0,9.0,D1,Lancar,0.0
444,4.0,19000000.0,55333333.333333336,120.0,7.0,117.0,2.0,9000000.0,4.0,S1,Kurang lancar,27666666.666666668
445,6.0,2600000.0,19500000.0,110.0,5.0,22.0,1.0,9000000.0,1.0,SMP,Kurang lancar,4875000.0
446,4.0,17500000.0,67166666.66666667,109.0,7.0,174.0,1.0,5000000.0,9.0,D2,Kurang lancar,16791666.666666668
447,3.0,10500000.0,55166666.66666666,87.0,6.0,227.0,1.0,21000000.0,8.0,D2,DPK,13791666.666666666
448,4.0,18000000.0,69666666.66666667,113.0,8.0,188.0,2.0,6000000.0,6.0,S1,Kurang lancar,34833333.333333336
449,5.0,10500000.0,56000000.0,19.0,2.0,301.0,1.0,7500000.0,17.0,D3,DPK,14000000.0
450,1.0,4700000.0,14499999.999999993,177.0,10.0,83.0,2.0,7000000.0,1.0,SMA,Diragukan,7250000.0
451,2.0,21000000.0,55833333.333333336,37.0,2.0,461.0,1.0,7500000.0,22.0,S2,DPK,13958333.333333334
452,4.0,18000000.0,57000000.0,122.0,8.0,258.0,2.0,2500000.0,3.0,S2,Diragukan,28500000.0
453,3.0,17500000.0,51333333.333333336,0.0,0.0,668.0,0.0,15000000.0,17.0,D1,Lancar,0.0
454,4.0,19000000.0,54500000.0,142.0,8.0,222.0,3.0,9500000.0,2.0,S1,Diragukan,40875000.0
455,4.0,27500000.0,136833333.33333334,95.0,6.0,207.0,1.0,12000000.0,8.0,D2,Kurang lancar,34208333.333333336
456,4.0,18000000.0,63333333.333333336,60.0,6.0,100.0,1.0,4000000.0,8.0,S1,DPK,15833333.333333334
457,2.0,29000000.0,142666666.66666666,48.0,4.0,444.0,1.0,8500000.0,29.0,S2,DPK,35666666.666666664
458,4.0,22500000.0,50166666.66666666,0.0,0.0,449.0,0.0,4000000.0,16.0,D1,Lancar,0.0
459,5.0,18500000.0,70666666.66666667,103.0,8.0,126.0,1.0,14000000.0,1.0,D2,Kurang lancar,17666666.666666668
460,5.0,2120000.0,16333333.333333328,59.0,4.0,41.0,1.0,8500000.0,2.0,SMP,DPK,4083333.333333334
